id,ffold,age,child.present,district,contact.time.gte.60.min,contact.time.gte.60.max,contact.age.lte.5.min,contact.age.5.to.19.min,contact.age.20.to.64.min,contact.age.gte.65.min,contact.age.lte.5.max,contact.age.5.to.19.max,contact.age.20.to.64.max,contact.age.gte.65.max,location.min,location.max,contact.close.min,contact.close.max,contact.all.total.min,contact.all.total.max,contact.time.gte.10.min,contact.time.gte.30.min,contact.age.lte.19.min,contact.age.lt.65.min,contact.time.gte.10.max,contact.time.gte.30.max,contact.age.lte.19.max,contact.age.lt.65.max,contact.age.ave.min,contact.time.min.min,contact.age.ave.max,contact.time.min.max
S0900010,0,72.29842574,0,HK Island,9,9,0,0,4,6,0,0,4,6,4,4,1,1,10,10,9,9,0,4,9,9,0,4,47,54,47,54
S0900011,0,76.3449692,0,HK Island,1,1,0,0,0,3,0,0,0,3,2,3,0,0,3,3,1,1,0,0,1,1,0,0,65,20,65,20
S0900032,0,72.37782341,0,HK Island,3,4,0,1,5,1,0,2,5,1,4,6,3,4,7,8,3,3,1,6,4,4,2,7,24.42857143,25.71428571,22.125,30
S0900040,1,18.72142368,1,KLN East,3,3,0,23,2,2,0,23,2,2,3,3,0,0,27,27,27,3,23,25,27,3,23,25,11.40740741,15.55555556,11.40740741,15.55555556
S0900043,0,45.25393566,1,KLN East,8,8,0,1,11,7,0,1,11,7,2,3,12,13,19,19,18,8,1,12,18,8,1,12,35.84210526,30.52631579,35.84210526,30.52631579
S0900053,0,61.3798768,0,KLN East,0,0,0,0,122,0,0,0,122,0,3,4,0,100,122,122,1,0,0,122,1,0,0,122,20,0.081967213,20,0.081967213
S0900070,0,26.34907598,0,KLN East,33,33,0,0,35,0,0,0,35,0,3,3,5,5,35,35,33,33,0,35,33,33,0,35,20,56.57142857,20,56.57142857
S0900072,0,48.13689254,0,KLN East,1,1,0,2,9,0,0,2,9,0,3,4,2,2,11,11,4,2,2,11,4,2,2,11,17.45454545,10,17.45454545,10
S0900080,0,5.434482759,1,KLN East,24,24,0,2,2,0,0,2,2,0,2,2,3,3,24,24,24,24,2,4,24,24,2,4,13,60,13,60
S0900081,0,7.509924709,1,KLN East,8,8,0,2,3,4,0,2,3,4,2,3,3,3,9,9,8,8,2,5,8,8,2,5,36.88888889,53.33333333,36.88888889,53.33333333
S0900082,0,44.03285421,1,KLN East,3,3,0,2,3,0,0,2,4,0,2,2,3,3,5,6,3,3,2,5,3,3,2,6,14.4,36,15.33333333,30
S0900083,0,45.01574264,1,KLN East,18,18,0,3,18,0,0,3,18,0,5,6,5,5,21,21,20,20,3,21,20,20,3,21,18,54.28571429,18,54.28571429
S0900101,0,13.77138946,1,NT West,18,24,0,11,7,0,0,16,8,0,2,3,12,17,18,24,18,18,11,18,24,24,16,24,11.44444444,60,10.66666667,60
S0900102,0,47.03901437,1,NT West,5,5,0,2,3,0,0,2,3,0,3,3,5,5,5,5,5,5,2,5,5,5,2,5,14.4,60,14.4,60
S0900113,0,57.88911704,0,NT East,0,0,0,0,6,0,0,0,6,0,3,3,0,0,6,6,4,3,0,6,4,3,0,6,20,16.66666667,20,16.66666667
S0900120,0,43.90417522,0,NT East,1,1,0,0,2,0,0,0,2,0,2,2,1,1,2,2,1,1,0,2,1,1,0,2,20,30,20,30
S0900130,0,71.60301164,0,KLN West,0,0,0,0,1,5,0,0,1,5,2,2,0,0,6,6,6,6,0,1,6,6,0,1,57.5,30,57.5,30
S0900152,0,54.68035592,0,KLN West,35,35,0,0,52,20,0,0,52,20,3,11,0,0,72,72,47,35,0,52,47,35,0,52,32.5,30.83333333,32.5,30.83333333
S0900162,0,51.13483915,1,NT East,42,42,0,1,31,16,0,1,31,16,4,5,31,31,48,48,43,43,1,32,43,43,1,32,34.70833333,53.125,34.70833333,53.125
S0900172,1,48.7118412,1,NT East,0,0,0,2,5,0,0,2,5,0,2,2,2,2,7,7,5,5,2,7,5,5,2,7,16,21.42857143,16,21.42857143
S0900180,0,26.41478439,0,NT East,4,4,0,10,4,0,0,10,4,0,3,3,10,10,14,14,14,14,10,14,14,14,10,14,10,38.57142857,10,38.57142857
S0900192,0,46.74606434,1,NT West,14,14,0,14,0,0,0,14,0,0,3,3,14,14,14,14,14,14,14,14,14,14,14,14,6,60,6,60
S0900200,0,67.09103354,0,NT West,0,0,0,0,5,0,0,0,5,0,2,2,0,0,5,5,0,0,0,5,0,0,0,5,20,0,20,0
S0900210,0,12.08487337,1,KLN West,43,43,0,43,2,0,0,43,2,0,2,3,2,2,45,45,43,43,43,45,43,43,43,45,6.622222222,57.33333333,6.622222222,57.33333333
S0900211,0,48.7008898,1,KLN West,18,18,0,1,22,0,0,1,22,0,4,4,18,18,23,23,18,18,1,23,18,18,1,23,19.39130435,46.95652174,19.39130435,46.95652174
S0900212,0,49.54688569,1,KLN West,12,12,0,1,15,0,0,1,15,0,3,5,2,2,16,16,12,12,1,16,12,12,1,16,19.125,45,19.125,45
S0900213,0,50.25051335,1,KLN West,61,62,0,0,11,50,0,0,12,50,3,4,0,0,61,62,61,61,0,11,62,62,0,12,56.8852459,60,56.29032258,60
S0900220,1,19.45516769,0,NT East,0,0,0,0,6,0,0,0,6,0,5,6,0,1,6,6,0,0,0,6,0,0,0,6,20,0,20,0
S0900221,0,48.99110198,0,NT East,4,4,0,1,4,2,0,1,4,2,4,5,2,2,7,7,4,4,1,5,4,4,1,5,30.85714286,34.28571429,30.85714286,34.28571429
S0900243,0,39.10198494,0,KLN East,11,11,3,3,7,1,3,3,7,1,3,3,10,10,14,14,11,11,6,13,11,11,6,13,15.92857143,60,15.92857143,60
S0900244,0,40.35318275,0,KLN East,11,11,2,2,7,0,2,2,7,0,3,15,4,4,11,11,11,11,4,11,11,11,4,11,13.81818182,60,13.81818182,60
S0900246,0,68.76659822,0,KLN East,7,7,1,0,2,1,1,0,2,1,2,2,7,7,8,8,7,7,1,3,7,7,1,3,26.25,52.5,26.25,52.5
S0900251,0,52.95824778,0,NT East,2,2,0,0,17,0,0,0,17,0,4,4,0,0,17,17,2,2,0,17,2,2,0,17,20,7.058823529,20,7.058823529
S0900263,0,51.2936345,0,NT East,4,4,0,1,7,0,0,1,7,0,5,12,4,4,8,8,4,4,1,8,4,4,1,8,18.25,30,18.25,30
S0900264,0,55.4770705,0,NT East,7,7,0,3,7,0,0,3,7,0,4,5,2,2,10,10,7,7,3,10,7,7,3,10,15.8,42,15.8,42
S0900270,0,18.80903491,1,KLN West,4,8,0,1,2,0,0,2,6,0,3,12,5,10,6,14,6,5,1,3,13,11,2,8,15.33333333,46.66666667,16.5,42.14285714
S0900281,0,72.862423,0,KLN East,0,0,0,0,5,0,0,0,5,0,5,5,0,0,5,5,1,1,0,5,1,1,0,5,20,6,20,6
S0900291,0,21.66187543,0,NT West,2,2,0,1,1,0,0,1,1,0,1,1,0,0,2,2,2,2,1,2,2,2,1,2,13,60,13,60
S0900312,0,38.73237509,1,NT West,5,5,0,1,8,0,0,1,8,0,4,5,5,5,9,9,5,5,1,9,5,5,1,9,18.44444444,33.33333333,18.44444444,33.33333333
S0900331,0,32.65434634,1,NT East,3,3,0,0,6,1,0,0,6,1,3,3,0,0,7,7,6,6,0,6,6,6,0,6,26.42857143,38.57142857,26.42857143,38.57142857
S0900332,0,35.81382615,1,NT East,20,20,0,0,23,1,0,0,23,1,3,3,14,14,24,24,24,20,0,23,24,20,0,23,21.875,51.66666667,21.875,51.66666667
S0900341,0,53.2347707,0,NT East,0,0,0,0,8,0,0,0,8,0,5,5,0,0,8,8,4,2,0,8,4,2,0,8,20,10,20,10
S0900350,0,52.3559206,0,HK Island,6,6,0,0,27,0,0,0,29,0,5,8,1,1,27,29,16,14,0,27,16,14,0,29,20,22.96296296,20,21.37931034
S0900382,0,18.41752225,1,KLN West,1,1,0,2,23,0,0,2,23,0,3,3,4,4,25,25,5,5,2,25,5,5,2,25,18.88,7.2,18.88,7.2
S0900390,0,21.19917864,0,KLN East,0,0,0,0,14,2,0,0,14,2,2,4,12,12,16,16,0,0,0,14,0,0,0,14,25.625,0,25.625,0
S0900391,0,24.12046543,0,KLN East,16,16,0,0,18,0,0,0,18,0,2,2,5,5,18,18,18,17,0,18,18,17,0,18,20,55.55555556,20,55.55555556
S0900392,0,46.39561944,0,KLN East,2,2,0,0,6,0,0,0,6,0,4,4,1,1,6,6,4,3,0,6,4,3,0,6,20,26.66666667,20,26.66666667
S0900393,0,46.74606434,0,KLN East,6,6,0,0,1,5,0,0,1,5,1,2,0,0,6,6,6,6,0,1,6,6,0,1,57.5,60,57.5,60
S0900400,0,41.35797399,0,KLN East,16,16,0,0,16,0,0,0,16,0,3,3,8,8,16,16,16,16,0,16,16,16,0,16,20,60,20,60
S0900420,0,18.6146475,1,KLN East,11,11,0,11,9,0,0,11,9,0,4,5,6,6,20,20,20,11,11,20,20,11,11,20,12.3,37.5,12.3,37.5
S0900421,0,43.35386721,1,KLN East,1,1,0,0,8,0,0,0,8,0,3,3,1,1,8,8,8,1,0,8,8,1,0,8,20,16.25,20,16.25
S0900422,0,45.86721424,1,KLN East,19,19,0,0,20,0,0,0,20,0,3,3,1,1,20,20,20,19,0,20,20,19,0,20,20,57.5,20,57.5
S0900431,0,50.49965777,0,KLN West,6,6,0,0,6,0,0,0,6,0,2,2,6,6,6,6,6,6,0,6,6,6,0,6,20,60,20,60
S0900441,0,62.7871321,0,KLN West,11,11,0,0,12,0,0,0,12,0,3,4,0,0,12,12,11,11,0,12,11,11,0,12,20,55,20,55
S0900452,0,58.17932923,0,KLN East,1,1,0,0,6,0,0,0,6,0,2,2,0,0,6,6,2,2,0,6,2,2,0,6,20,15,20,15
S0900453,0,58.25051335,0,KLN East,7,7,0,0,10,0,0,0,10,0,4,4,1,1,10,10,8,8,0,10,8,8,0,10,20,45,20,45
S0900472,0,68.3613963,0,HK Island,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,65,60,65,60
S0900473,0,69.70568104,0,HK Island,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,65,60,65,60
S0900483,0,26.2477755,1,NT East,3,3,1,0,3,0,1,0,3,0,2,2,4,4,4,4,4,4,1,4,4,4,1,4,15,52.5,15,52.5
S0900484,0,35.6605065,1,NT East,9,9,1,0,8,1,1,0,8,1,2,3,8,8,10,10,9,9,1,9,9,9,1,9,22.5,54,22.5,54
S0900510,1,14.70773443,1,NT East,12,14,0,7,6,0,0,8,7,0,2,3,8,9,13,15,13,12,7,13,15,14,8,15,12.46153846,56.15384615,12.53333333,56.66666667
S0900511,0,17.08145106,1,NT East,35,36,0,9,3,0,0,10,3,0,4,6,35,36,37,38,37,35,9,12,38,36,10,13,9.5,57.2972973,9.230769231,57.36842105
S0900512,0,47.68788501,1,NT East,3,3,0,2,4,0,0,2,4,0,3,3,2,2,6,6,4,4,2,6,4,4,2,6,15.33333333,42,15.33333333,42
S0900520,1,18.57631759,1,HK Island,4,4,0,0,4,0,0,0,4,0,1,1,3,3,4,4,4,4,0,4,4,4,0,4,20,60,20,60
S0900522,0,50.59000684,1,HK Island,24,44,0,0,24,0,0,0,44,0,3,3,0,44,24,44,24,24,0,24,44,44,0,44,20,60,20,60
S0900523,0,51.53730322,1,HK Island,24,24,0,0,24,0,0,0,24,0,2,2,1,1,24,24,24,24,0,24,24,24,0,24,20,60,20,60
S0900530,0,53.0403833,0,KLN East,0,0,0,1,2,1,0,1,2,1,3,3,0,0,4,4,0,0,1,3,0,0,1,3,27.75,0,27.75,0
S0900540,0,53.33880903,0,NT East,1,1,0,0,6,0,0,0,6,0,3,4,0,0,6,6,1,1,0,6,1,1,0,6,20,10,20,10
S0900550,0,16.85968515,1,NT East,15,15,0,8,10,0,0,8,10,0,3,6,11,11,18,18,15,15,8,18,15,15,8,18,13.77777778,50,13.77777778,50
S0900551,0,19.96988364,1,NT East,3,3,0,3,2,0,0,3,2,0,3,3,2,2,5,5,3,3,3,5,3,3,3,5,11.6,36,11.6,36
S0900552,0,47.97809719,1,NT East,0,0,0,2,8,0,0,2,8,0,6,6,7,7,11,11,1,0,2,10,1,0,2,10,17.2,2.5,17.2,2.5
S0900553,0,49.5742642,1,NT East,3,3,0,2,1,0,0,2,1,0,1,1,3,3,3,3,3,3,2,3,3,3,2,3,10.66666667,60,10.66666667,60
S0900565,0,67.93976728,1,NT East,4,4,1,0,3,0,1,0,3,0,2,2,4,4,5,5,4,4,1,4,4,4,1,4,15,48,15,48
S0900570,0,24.08761123,0,NT West,8,8,0,0,10,0,0,0,10,0,2,3,9,9,10,10,9,9,0,10,9,9,0,10,20,51,20,51
S0900580,0,46.70225873,0,NT West,10,10,0,0,22,0,0,0,22,0,4,5,2,2,22,22,21,20,0,22,21,20,0,22,20,43.33333333,20,43.33333333
S0900581,0,49.86173854,0,NT West,16,16,0,0,16,0,0,0,16,0,2,2,1,1,16,16,16,16,0,16,16,16,0,16,20,60,20,60
S0900600,0,54.2696783,0,HK Island,11,11,0,0,15,0,0,0,15,0,4,7,4,4,15,15,11,11,0,15,11,11,0,15,20,47.14285714,20,47.14285714
S0900601,0,56.04106776,0,HK Island,5,5,2,0,11,1,2,0,11,1,3,10,7,7,14,14,14,11,2,13,14,11,2,13,20.35714286,36.42857143,20.35714286,36.42857143
S0900613,0,42.75701574,1,KLN West,0,0,1,1,1,1,1,1,1,1,1,1,2,2,4,4,3,2,2,3,3,2,2,3,22.75,17.5,22.75,17.5
S0900623,0,52.39151266,0,HK Island,1,1,0,0,9,0,0,0,9,0,9,10,1,1,9,9,2,1,0,9,2,1,0,9,20,8.75,20,8.75
S0900624,0,58.6036961,0,HK Island,1,1,0,0,8,0,0,0,9,0,5,6,0,0,8,9,6,1,0,8,7,1,0,9,20,13.75,20,13.33333333
S0900633,0,58.55715264,0,NT East,1,1,0,0,6,0,0,0,6,0,6,6,1,3,8,8,3,3,0,6,3,3,0,6,20,15,20,15
S0900643,0,53.2347707,1,HK Island,3,3,0,1,8,0,0,1,8,0,5,5,3,3,9,9,3,3,1,9,3,3,1,9,18.44444444,20,18.44444444,20
S0900650,0,29.84531143,0,KLN West,2,2,0,1,5,0,0,1,5,0,4,6,0,0,6,6,2,2,1,6,2,2,1,6,17.66666667,24,17.66666667,24
S0900660,0,20.09856263,0,KLN East,11,12,0,3,8,1,0,4,8,1,3,4,10,11,12,13,12,11,3,11,13,12,4,12,20.25,55.83333333,19.15384615,56.15384615
S0900662,0,48.75564682,0,KLN East,8,8,0,1,9,0,0,1,9,0,5,5,3,3,10,10,8,8,1,10,8,8,1,10,18.6,48,18.6,48
S0900670,0,18.75427789,1,KLN East,29,29,0,29,2,0,0,29,2,0,2,3,0,0,31,31,31,29,29,31,31,29,29,31,6.903225806,56.77419355,6.903225806,56.77419355
S0900691,0,19.00342231,1,NT East,4,4,0,3,3,0,0,4,3,0,3,3,3,3,6,7,4,4,3,6,4,4,4,7,13,40,12,34.28571429
S0900701,0,66.9705681,0,NT East,0,0,0,0,7,1,0,0,7,1,5,6,0,0,8,8,4,0,0,7,4,0,0,7,25.625,5,25.625,5
S0900710,0,52.78028747,0,NT East,36,36,0,7,29,0,0,7,29,0,3,3,7,7,36,36,36,36,7,36,36,36,7,36,17.27777778,60,17.27777778,60
S0900711,0,53.57152635,0,NT East,4,4,0,0,4,0,0,0,4,0,2,3,1,1,4,4,4,4,0,4,4,4,0,4,20,60,20,60
S0900720,1,11.06091718,1,NT West,7,7,0,7,3,0,0,7,3,0,2,3,7,7,10,10,10,9,7,10,10,9,7,10,10.2,49,10.2,49
S0900721,0,15.67967146,1,NT West,13,13,0,11,2,0,0,11,2,0,2,2,13,13,13,13,13,13,11,13,13,13,11,13,8.153846154,60,8.153846154,60
S0900722,0,46.69130732,1,NT West,5,5,0,2,6,0,0,2,6,0,5,6,3,3,8,8,5,5,2,8,5,5,2,8,16.5,37.5,16.5,37.5
S0900723,0,50.91307324,1,NT West,3,3,0,2,2,0,0,2,2,0,2,2,3,3,4,4,4,4,2,4,4,4,2,4,13,52.5,13,52.5
S0900731,0,43.84394251,0,HK Island,1,1,0,0,5,0,0,0,5,0,5,5,0,0,5,5,1,1,0,5,1,1,0,5,20,12,20,12
S0900743,0,59.27994524,0,NT West,13,13,0,0,26,0,0,0,26,0,4,6,12,12,26,26,13,13,0,26,13,13,0,26,20,48.75,20,48.75
S0900750,0,50.2642026,0,NT East,1,1,0,0,5,0,0,0,5,0,2,2,5,5,5,5,1,1,0,5,1,1,0,5,20,12,20,12
S0900751,0,53.33607118,0,NT East,7,7,0,0,8,1,0,0,8,1,3,3,1,1,9,9,9,7,0,8,9,7,0,8,25,48.88888889,25,48.88888889
S0900760,1,6.107586207,1,NT East,5,5,0,4,2,0,0,4,2,0,2,3,6,6,6,6,6,6,4,6,6,6,4,6,10.66666667,55,10.66666667,55
S0900761,0,32.65708419,1,NT East,3,3,0,1,4,0,0,1,4,0,4,4,2,2,5,5,3,3,1,5,3,3,1,5,17.2,36,17.2,36
S0900762,0,41.37166324,1,NT East,2,2,1,1,4,0,1,1,4,0,3,3,2,2,6,6,3,2,2,6,3,2,2,6,14.33333333,21.66666667,14.33333333,21.66666667
S0900781,0,72.88158795,0,HK Island,4,4,0,0,9,1,0,0,9,1,5,5,0,0,10,10,9,5,0,9,9,5,0,9,24.5,31,24.5,31
S0900800,0,62.46406571,0,NT East,11,11,0,0,12,1,0,0,12,1,3,4,2,2,13,13,12,11,0,12,12,11,0,12,23.46153846,51.53846154,23.46153846,51.53846154
S0900810,1,13.99589322,1,NT West,60,60,0,58,9,0,0,58,9,0,4,6,20,20,67,67,60,60,58,67,60,60,58,67,7.880597015,53.73134328,7.880597015,53.73134328
S0900811,0,51.07734428,1,NT West,0,0,0,1,5,0,0,1,5,0,4,5,2,2,6,6,2,0,1,6,2,0,1,6,17.66666667,3.333333333,17.66666667,3.333333333
S0900812,0,52.183436,1,NT West,3,3,0,1,6,0,0,1,6,0,3,4,1,1,7,7,4,4,1,7,4,4,1,7,18,30,18,30
S0900820,0,21.20465435,0,NT West,3,3,0,0,4,0,0,0,4,0,2,2,0,0,4,4,4,4,0,4,4,4,0,4,20,52.5,20,52.5
S0900830,0,22.90212183,0,HK Island,4,4,0,0,7,0,0,0,7,0,2,5,1,1,7,7,4,4,0,7,4,4,0,7,20,34.28571429,20,34.28571429
S0900840,0,35.67967146,0,NT West,9,10,0,0,12,0,0,0,13,0,3,6,1,2,12,13,12,9,0,12,13,10,0,13,20,47.5,20,48.46153846
S0900853,0,65.71663244,0,NT East,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,20,60,20,60
S0900860,0,61.57700205,0,KLN West,8,8,0,0,6,2,0,0,6,2,4,7,1,1,10,10,8,8,0,6,8,8,0,6,31.25,48,31.25,48
S0900892,0,46.95687885,1,HK Island,5,5,0,4,6,0,0,4,6,0,5,6,0,0,10,10,7,7,4,10,7,7,4,10,14.4,36,14.4,36
S0900902,1,51.87405886,1,KLN East,1,1,0,2,0,0,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,45,6,45
S0900920,0,49.76865161,0,NT West,1,1,0,2,0,0,0,2,0,0,2,2,0,0,2,2,2,2,2,2,2,2,2,2,6,45,6,45
S0900932,1,39.44147844,1,NT East,4,4,6,0,7,0,8,0,9,0,2,5,8,10,13,17,13,4,6,13,17,4,8,17,10.76923077,25.38461538,10.58823529,21.76470588
S0900933,0,44.78302533,1,NT East,163,163,2,0,163,0,2,0,163,0,3,4,3,3,165,165,164,163,2,165,164,163,2,165,19.75757576,59.33333333,19.75757576,59.33333333
S0900941,0,66.50513347,0,KLN West,1,1,0,0,1,1,0,0,1,1,2,2,1,1,2,2,2,2,0,1,2,2,0,1,42.5,45,42.5,45
S0900951,0,18.01779603,1,NT West,36,36,0,33,5,0,0,33,5,0,3,5,25,25,38,38,36,36,33,38,36,36,33,38,7.842105263,56.84210526,7.842105263,56.84210526
S0900953,0,51.55373032,1,NT West,1,1,0,1,13,0,0,1,13,0,4,5,2,2,14,14,12,12,1,14,12,12,1,14,19,30,19,30
S0900954,0,52.45448323,1,NT West,3,3,0,2,8,0,0,2,8,0,6,6,1,1,10,10,3,3,2,10,3,3,2,10,17.2,18,17.2,18
S0900960,0,11.55920602,1,NT West,3,3,0,0,3,0,0,0,3,0,1,1,1,1,3,3,3,3,0,3,3,3,0,3,20,60,20,60
S0900961,0,38.23134839,1,NT West,1,1,0,1,3,0,0,3,4,0,3,4,2,2,4,7,1,1,1,4,3,2,3,7,16.5,15,14,14.28571429
S0900990,0,62.64750171,0,NT West,2,2,0,0,11,1,0,0,11,1,11,11,1,1,12,12,2,2,0,11,2,2,0,11,23.75,60,23.75,60
S0901002,0,48.45722108,0,NT West,6,6,0,1,7,0,0,1,7,0,5,5,5,6,11,11,6,6,1,8,6,6,1,8,18.25,32.72727273,18.25,32.72727273
S0901012,0,65.44284736,0,HK Island,5,5,0,0,13,1,0,0,13,1,6,12,1,1,14,14,11,8,0,13,11,8,0,13,23.21428571,30,23.21428571,30
S0901021,0,54.45037645,0,NT West,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,2,2,0,0,1,2,0,0,1,42.5,10,42.5,10
S0901030,0,43.00342231,0,KLN West,0,0,0,0,52,0,0,0,52,0,3,4,52,52,52,52,0,0,0,52,0,0,0,52,20,0,20,0
S0901031,0,46.37097878,0,KLN West,1,1,0,0,2,1,0,0,2,1,1,2,52,52,52,52,52,52,0,2,52,52,0,2,35,30.57692308,35,30.57692308
S0901041,0,62.81724846,0,HK Island,2,2,0,0,4,1,0,0,4,1,5,8,1,1,5,5,2,2,0,4,2,2,0,4,29,24,29,24
S0901042,0,64.90349076,0,HK Island,5,5,0,0,12,0,0,0,12,0,1,5,1,1,12,12,5,5,0,12,5,5,0,12,20,25,20,25
S0901051,1,6.460689655,1,NT East,5,5,1,1,3,0,1,1,3,0,2,2,5,5,5,5,5,5,2,5,5,5,2,5,13.2,60,13.2,60
S0901053,0,36.38877481,1,NT East,5,5,1,2,3,0,1,2,3,0,3,3,5,5,6,6,5,5,3,6,5,5,3,6,12,50,12,50
S0901060,0,44.13141684,0,HK Island,1,2,0,0,13,1,0,0,17,2,5,9,2,3,14,19,5,1,0,13,7,2,0,17,23.21428571,7.692307692,24.73684211,9.444444444
S0901061,0,50.83641342,0,HK Island,2,2,0,0,12,1,0,0,12,1,5,7,3,3,13,13,13,8,0,12,13,8,0,12,23.46153846,26.92307692,23.46153846,26.92307692
S0901070,0,25.94661191,0,NT East,0,0,0,0,23,0,0,0,23,0,4,5,3,3,23,23,0,0,0,23,0,0,0,23,20,0,20,0
S0901071,0,27.09924709,0,NT East,5,5,0,0,25,1,0,0,25,1,3,3,5,5,26,26,5,5,0,25,5,5,0,25,21.73076923,11.53846154,21.73076923,11.53846154
S0901072,0,57.29226557,0,NT East,20,20,0,0,21,1,0,0,21,1,4,5,19,19,22,22,22,20,0,21,22,20,0,21,22.04545455,55.45454545,22.04545455,55.45454545
S0901073,0,65.24024641,0,NT East,4,4,0,0,28,1,0,0,28,1,5,6,0,0,29,29,27,24,0,28,27,24,0,28,21.55172414,30,21.55172414,30
S0901081,0,78.68035592,0,KLN East,1,1,0,0,3,8,0,0,3,8,6,6,3,3,11,11,4,3,0,3,4,3,0,3,52.72727273,11.81818182,52.72727273,11.81818182
S0901090,0,41.8973306,0,NT East,12,12,0,41,18,0,1,42,40,1,7,11,55,121,61,138,56,12,41,59,66,12,43,83,10.27118644,19.01639344,13.29761905,9.84375
S0901091,0,73.53319644,0,NT East,1,1,0,0,3,1,0,0,3,1,3,4,1,1,4,4,4,3,0,3,4,3,0,3,31.25,32.5,31.25,32.5
S0901092,0,79.07460643,0,NT East,2,2,0,0,1,1,0,0,1,1,1,1,0,0,2,2,2,2,0,1,2,2,0,1,42.5,60,42.5,60
S0901102,0,46.19849418,1,NT West,10,10,1,2,16,0,1,2,16,0,3,4,5,5,19,19,13,13,3,19,13,13,3,19,17.47368421,36.31578947,17.47368421,36.31578947
S0901113,0,51.21697467,1,KLN West,4,4,0,1,6,0,0,1,6,0,3,3,0,0,7,7,4,4,1,7,4,4,1,7,18,34.28571429,18,34.28571429
S0901114,0,53.11704312,1,KLN West,4,4,0,1,4,0,0,1,4,0,2,3,2,2,5,5,4,4,1,5,4,4,1,5,17.2,48,17.2,48
S0901121,0,32.24914442,0,KLN East,0,0,0,0,6,0,0,0,7,0,3,7,4,4,6,7,0,0,0,6,0,0,0,7,20,0,20,0
S0901122,0,52.65434634,0,KLN East,0,0,0,0,5,0,0,0,5,0,5,12,2,2,5,5,0,0,0,5,0,0,0,5,20,0,20,0
S0901123,0,58.61190965,0,KLN East,3,3,0,0,13,0,0,0,13,0,3,3,3,3,13,13,3,3,0,13,3,3,0,13,20,13.84615385,20,13.84615385
S0901130,1,10.89390828,1,NT East,21,21,6,23,9,0,6,23,9,0,6,13,25,25,38,38,25,24,29,38,25,24,29,38,8.368421053,36.75675676,8.368421053,36.75675676
S0901131,1,16.58863792,1,NT East,33,33,0,31,2,0,0,31,2,0,2,6,33,33,33,33,33,33,31,33,33,33,31,33,6.848484848,60,6.848484848,60
S0901132,0,46.20396988,1,NT East,7,7,0,2,12,0,0,2,12,0,3,6,3,3,14,14,14,7,2,14,14,7,2,14,18,35,18,35
S0901133,0,48.7118412,1,NT East,4,4,0,2,2,0,0,2,2,0,1,1,3,3,4,4,4,4,2,4,4,4,2,4,13,60,13,60
S0901140,0,60.65160849,0,NT East,13,13,2,4,6,1,2,4,6,1,3,3,2,2,13,13,13,13,6,12,13,13,6,12,16.07692308,60,16.07692308,60
S0901141,0,66.63381246,0,NT East,13,13,2,4,7,0,2,4,7,0,2,8,6,6,13,13,13,13,6,13,13,13,6,13,12.61538462,60,12.61538462,60
S0901150,0,61.27857632,0,KLN West,0,0,0,0,4,1,0,0,4,1,5,5,0,0,5,5,2,1,0,4,2,1,0,4,29,8,29,8
S0901160,0,9.136551724,1,NT West,2,2,0,7,8,0,0,7,8,0,3,4,10,10,15,15,10,9,7,15,10,9,7,15,13.46666667,22.66666667,13.46666667,22.66666667
S0901161,0,31.87405886,1,NT West,10,10,0,1,12,0,0,1,12,0,5,6,3,3,13,13,11,10,1,13,11,10,1,13,18.92307692,46.92307692,18.92307692,46.92307692
S0901172,0,50.41478439,0,NT West,0,0,0,0,21,6,0,0,21,6,5,8,8,9,28,28,3,1,0,21,3,1,0,21,30,1.785714286,30,1.785714286
S0901173,0,71.15126626,0,NT West,4,4,0,0,4,3,0,0,4,3,3,3,0,0,7,7,6,6,0,4,6,6,0,4,39.28571429,42.85714286,39.28571429,42.85714286
S0901174,0,82.86896552,0,NT West,0,0,0,0,7,1,0,0,7,1,3,6,2,2,8,8,0,0,0,7,0,0,0,7,25.625,0,25.625,0
S0901180,1,26.41752225,0,NT East,1,1,0,0,9,0,0,0,9,0,4,6,1,1,9,9,1,1,0,9,1,1,0,9,20,6.666666667,20,6.666666667
S0901191,0,41.97125257,1,KLN East,42,42,0,1,49,0,0,1,49,0,6,6,41,41,50,50,42,42,1,50,42,42,1,50,19.72,50.4,19.72,50.4
S0901201,0,51.86310746,0,NT West,6,6,0,0,39,2,0,0,39,2,3,6,1,1,41,41,6,6,0,39,6,6,0,39,22.19512195,8.780487805,22.19512195,8.780487805
S0901211,0,58.60643395,0,NT East,0,0,0,0,78,0,0,0,78,0,3,4,2,2,78,78,76,76,0,78,76,76,0,78,20,29.23076923,20,29.23076923
S0901221,0,37.68651608,0,NT East,0,0,0,0,2,1,0,0,2,1,1,1,0,0,3,3,0,0,0,2,0,0,0,2,35,0,35,0
